bestellnummer;lieferant_plz;lieferant_ort;lieferant_land;empfaenger;empfaenger_plz;empfaenger_ort;empfaenger_land;incoterm;incoterms_ort;termin_lieferant;termin_empfaenger;bb_name
0016094526;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;24.09.2022 00:00;31.10.2022 00:00;SCHUHE
0016094527;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;21.08.2022 00:00;26.09.2022 00:00;SCHUHE
0016094528;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;02.07.2022 00:00;08.08.2022 00:00;SCHUHE
0016094528;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;02.07.2022 00:00;08.08.2022 00:00;SCHUHE
0016094528;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;02.07.2022 00:00;08.08.2022 00:00;SCHUHE
0016094528;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;02.07.2022 00:00;08.08.2022 00:00;SCHUHE
0016094528;852;Tsim Sha Tsui, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;02.07.2022 00:00;08.08.2022 00:00;SCHUHE
0016094529;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;13.05.2022 00:00;18.07.2022 00:00;SCHUHE
0016094529;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;13.05.2022 00:00;18.07.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094530;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;31.05.2022 00:00;05.08.2022 00:00;SCHUHE
0016094531;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;21.07.2022 00:00;25.09.2022 00:00;SCHUHE
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016068318;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;30.04.2022 00:00;11.07.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016094531;361009;Xiamen;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;21.07.2022 00:00;25.09.2022 00:00;SCHUHE
0016095019;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.03.2022 00:00;16.05.2022 00:00;GARTENMÖBEL
0016095019;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.03.2022 00:00;16.05.2022 00:00;GARTENMÖBEL
0016095023;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;30.03.2022 00:00;24.05.2022 00:00;GARTENMÖBEL
0016095023;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;30.03.2022 00:00;24.05.2022 00:00;GARTENMÖBEL
0016095023;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;30.03.2022 00:00;24.05.2022 00:00;GARTENMÖBEL
0016095025;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;20.10.2022 00:00;21.12.2022 00:00;GARTENMÖBEL
0016095026;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;30.03.2022 00:00;24.05.2022 00:00;GARTENMÖBEL
0016095032;4220;Korsor;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;23.04.2022 00:00;24.06.2022 00:00;GARTENMÖBEL
0016095106;318020;Taizhou, Zhejiang;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;17.04.2022 00:00;16.06.2022 00:00;GARTENBEDARF
0016095106;318020;Taizhou, Zhejiang;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;17.04.2022 00:00;16.06.2022 00:00;GARTENBEDARF
0016095117;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;20.05.2022 00:00;27.05.2022 00:00;STRUMPFWAREN
0016095117;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;20.05.2022 00:00;27.05.2022 00:00;STRUMPFWAREN
0016095117;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;20.05.2022 00:00;27.05.2022 00:00;STRUMPFWAREN
0016095117;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;20.05.2022 00:00;27.05.2022 00:00;STRUMPFWAREN
0016095143;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.05.2022 00:00;19.07.2022 00:00;STRUMPFWAREN
0016095143;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.05.2022 00:00;19.07.2022 00:00;STRUMPFWAREN
0016097153;;Kowloon Bay;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;07.05.2022 00:00;07.07.2022 00:00;REISEARTIKEL/ACCESSOIRES
0016099789;361100;Xiamen, Tong'an Industrial Area;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;09.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0040096830;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0016099789;361100;Xiamen, Tong'an Industrial Area;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;09.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016099789;361100;Xiamen, Tong'an Industrial Area;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;09.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016099789;361100;Xiamen, Tong'an Industrial Area;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;09.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016099789;361100;Xiamen, Tong'an Industrial Area;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;09.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016099790;5303;Thalgau;AT;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Ho Chi Minh City;03.05.2022 00:00;04.07.2022 00:00;SCHUHE
0016099790;5303;Thalgau;AT;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Ho Chi Minh City;03.05.2022 00:00;04.07.2022 00:00;SCHUHE
0016099790;5303;Thalgau;AT;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Ho Chi Minh City;03.05.2022 00:00;04.07.2022 00:00;SCHUHE
0016102138;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;28.06.2022 00:00;29.08.2022 00:00;KASSENTRAGTASCHEN
0016102139;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;12.07.2022 00:00;12.09.2022 00:00;KASSENTRAGTASCHEN
0016102140;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;26.07.2022 00:00;26.09.2022 00:00;KASSENTRAGTASCHEN
0016102141;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;09.08.2022 00:00;03.10.2022 00:00;KASSENTRAGTASCHEN
0016102146;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;03.05.2022 00:00;04.07.2022 00:00;KASSENTRAGTASCHEN
0016102147;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;17.05.2022 00:00;18.07.2022 00:00;KASSENTRAGTASCHEN
0016102148;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;31.05.2022 00:00;01.08.2022 00:00;KASSENTRAGTASCHEN
0016102149;;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;14.06.2022 00:00;15.08.2022 00:00;KASSENTRAGTASCHEN
0016103031;106;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Taichung;13.05.2022 00:00;15.07.2022 00:00;WOHNMÖBEL
0016103031;106;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Taichung;13.05.2022 00:00;15.07.2022 00:00;WOHNMÖBEL
0016103207;6300;Zug;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;21.04.2022 00:00;20.06.2022 00:00;HYGIENE WELLNESS
0040096830;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0016287353;8520;Lystrup;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;29.09.2022 00:00;04.11.2022 00:00;BELEUCHTUNG
0016287353;8520;Lystrup;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;29.09.2022 00:00;04.11.2022 00:00;BELEUCHTUNG
0040096830;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0040096830;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0016070306;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;02.06.2022 00:00;01.08.2022 00:00;WÄSCHE
0016103213;8266;Steckborn;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;28.04.2022 00:00;27.06.2022 00:00;REINIGEN/BÜGELN/NÄHEN
0016103873;510650;Guangzhou;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;10.06.2022 00:00;21.08.2022 00:00;ESSEN
0016103878;132103;Panipat;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;12.05.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016103878;132103;Panipat;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;12.05.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016105873;201301;Noida (U.P.);IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;27.04.2022 00:00;12.06.2022 00:00;TEPPICHE
0016105873;201301;Noida (U.P.);IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;27.04.2022 00:00;12.06.2022 00:00;TEPPICHE
0016105873;201301;Noida (U.P.);IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;27.04.2022 00:00;12.06.2022 00:00;TEPPICHE
0016105874;201301;Noida (U.P.);IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;16.05.2022 00:00;01.07.2022 00:00;TEPPICHE
0040096831;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0040096831;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0016105874;201301;Noida (U.P.);IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;16.05.2022 00:00;01.07.2022 00:00;TEPPICHE
0040096831;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0016105876;400021;Mumbai;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;16.05.2022 00:00;01.07.2022 00:00;WOHNTEXTILIEN
0016105878;639002;Karur, Tamil Nadu;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016105878;639002;Karur, Tamil Nadu;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016105878;639002;Karur, Tamil Nadu;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016105885;;Taichung City;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;18.04.2022 00:00;24.05.2022 00:00;BELEUCHTUNG
0016105885;;Taichung City;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;18.04.2022 00:00;24.05.2022 00:00;BELEUCHTUNG
0016105885;;Taichung City;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;18.04.2022 00:00;24.05.2022 00:00;BELEUCHTUNG
0016105889;8700;Horsens;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;03.04.2022 00:00;09.05.2022 00:00;BELEUCHTUNG
0016105889;8700;Horsens;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;03.04.2022 00:00;09.05.2022 00:00;BELEUCHTUNG
0016105916;200072;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105916;200072;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105916;200072;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105916;200072;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105916;200072;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105917;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;14.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0040096331;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;16.10.2022 00:00;25.11.2022 00:00;BABY KINDER BEKLEIDUNG
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105918;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian Pt;25.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105919;266000;Qingdao;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Qingdao;17.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0040096570;362000;Fujian;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;17.12.2022 00:00;21.02.2023 00:00;KIDS BEKLEIDUNG
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016105920;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;26.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016108558;528478;Zhongshan, Henglan;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Zhongshan;05.04.2022 00:00;05.06.2022 00:00;BELEUCHTUNG
0016112715;221401;Bhadohi;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;26.05.2022 00:00;27.06.2022 00:00;TEPPICHE
0016112715;221401;Bhadohi;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;26.05.2022 00:00;27.06.2022 00:00;TEPPICHE
0016112715;221401;Bhadohi;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;26.05.2022 00:00;27.06.2022 00:00;TEPPICHE
0016112715;221401;Bhadohi;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;26.05.2022 00:00;27.06.2022 00:00;TEPPICHE
0016112719;132103;Panipat;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;12.05.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016112719;132103;Panipat;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Mumbai;12.05.2022 00:00;13.06.2022 00:00;WOHNTEXTILIEN
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016081177;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;KINDER BEKLEIDUNG/ACC
0016081177;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;KINDER BEKLEIDUNG/ACC
0016081177;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;KINDER BEKLEIDUNG/ACC
0016082794;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;06.06.2022 00:00;WÄSCHE
