bestellnummer;lieferant_plz;lieferant_ort;lieferant_land;empfaenger;empfaenger_plz;empfaenger_ort;empfaenger_land;incoterm;incoterms_ort;termin_lieferant;termin_empfaenger;bb_name
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116315;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116316;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116317;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116318;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116318;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116318;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116318;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116318;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116319;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116319;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116319;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116319;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116321;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116321;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116321;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116321;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116321;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116322;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116322;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116322;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116322;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;15.07.2022 00:00;19.09.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116324;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;11.06.2022 00:00;22.08.2022 00:00;KINDER BEKLEIDUNG/ACC
0016116324;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;11.06.2022 00:00;22.08.2022 00:00;KINDER BEKLEIDUNG/ACC
0016117371;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;16.07.2022 00:00;19.09.2022 00:00;STRUMPFWAREN
0016082829;641602;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;BABY BEKLEIDUNG
0016082829;641602;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;BABY BEKLEIDUNG
0016082829;641602;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;BABY BEKLEIDUNG
0016117389;7430;Ikast;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.05.2022 00:00;23.07.2022 00:00;WOHNMÖBEL
0016117389;7430;Ikast;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.05.2022 00:00;23.07.2022 00:00;WOHNMÖBEL
0016117389;7430;Ikast;DK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.05.2022 00:00;23.07.2022 00:00;WOHNMÖBEL
0016119409;528429;Zhongshan;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Zhongshan;29.05.2022 00:00;05.08.2022 00:00;KÜCHE
0016119422;315012;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;30.05.2022 00:00;29.07.2022 00:00;WOHNDEKORATION
0016119422;315012;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;30.05.2022 00:00;29.07.2022 00:00;WOHNDEKORATION
0016082828;226007;Nantong;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;09.04.2022 00:00;13.06.2022 00:00;BABY BEKLEIDUNG
0016082829;641602;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;14.04.2022 00:00;13.06.2022 00:00;BABY BEKLEIDUNG
0016119428;6234;Triengen;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;18.04.2022 00:00;22.06.2022 00:00;REINIGEN/BÜGELN/NÄHEN
0016121936;639001;Karur;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;22.05.2022 00:00;01.07.2022 00:00;WOHNTEXTILIEN
0016122991;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122991;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122991;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122991;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122991;641604;Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122992;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0040097253;315040;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;19.12.2022 00:00;17.02.2023 00:00;PAPETERIE
0040095697;;Kowloon;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.12.2022 00:00;26.08.2022 00:00;GANZJAHRESBEKL.
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122993;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122994;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;29.07.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0040097253;315040;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;19.12.2022 00:00;17.02.2023 00:00;PAPETERIE
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122995;641607;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;11.08.2022 00:00;03.10.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0016122996;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;20.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016122996;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;20.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016122996;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;20.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016122996;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;20.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016122996;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;20.05.2022 00:00;25.07.2022 00:00;KINDER BEKLEIDUNG/ACC
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123047;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123048;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123049;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123051;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;15.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016123051;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;15.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016123051;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;15.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016123051;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;15.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016123051;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Hong Kong;15.07.2022 00:00;19.09.2022 00:00;BABY BEKLEIDUNG
0016123052;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123052;201103;Shanghai;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
0016123053;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;21.05.2022 00:00;25.07.2022 00:00;BABY BEKLEIDUNG
